Description	Code
77 write a program to find number of bits necessary to represent an integer in binary	"

num = int(input(""Enter an integer number: ""))


bits = num.bit_length()


print(""bits required to store "", num, "" = "", bits)
print(""binary value of "", num, "" is = "", bin(num))
"
By using list comprehension, write a program to print the list after removing the 0th, 2nd, 4th,6th numbers in [12,24,35,70,88,120,155].	"li = [12, 24, 35, 70, 88, 120, 155]
li = [x for (i, x) in enumerate(li) if i % 2 != 0]
print(li)
"
write a python program to delete an dictionary element	"

a = {1: 5, 2: 3, 3: 4}
a.pop(3)
print(a)
"
11. python program to find whether a number is prime	"def test_prime(n):
<TAB>if (n == 1):
        return False
<TAB>elif (n == 2):
        return True
<TAB>else:
        for x in range(2, n):
            if(n % x == 0):
                return False
        return True
"
write a python program to print two sets differences using operations like in mathematic	"

E = {0, 2, 4, 6, 8}
N = {1, 2, 3, 4, 5}
print(""Difference of E and N is"", E - N)
"
55 write a python program to extract  N largest dictionaries keys and print it	"

test_dict = {6: 2, 8: 9, 3: 9, 10: 8}
N = 4

res = []
for key, val in sorted(test_dict.items(), key=lambda x: x[0], reverse=True)[:N]:
<TAB>res.append(key)
print(""Top N keys are: "" + str(res))
"
20 write a function which returns the count of each token in a given sentence as a dictionary	"

from collections import Counter


def count_tokens(sent):
<TAB>sent = list(sent)
<TAB>return dict(Counter(sent))
"
write a program to output a random even number between 0 and 10 inclusive using random module and list comprehension.	"import random
print(random.choice([i for i in range(11) if i % 2 == 0]))
"
get the username from a prompt	"username = input(""Login: >> "")
"
49 function to show annotation	"def anno_func(a: ""Mandatory"",
              b: ""Optional"" = 2,
              c: ""Optional"" = 10,
              *args: ""Extra Position variable"",
              **kwargs: ""Provide extra to unpack dictionary"") -> 'Documentation to show how to do do annotation':

<TAB>pass
"
Write a Python program to get the difference between the two lists	"list1 = [1, 2, 3, 4]
list2 = [1, 2]
print(list(set(list1) - set(list2)))
"
Write a Python function to remove leading zeros from an IP address	"import re
regex = '\.[0]*'


def remove_leading_zeros(ip):
<TAB>modified_ip = re.sub(regex, '.', ip)
<TAB>return modified_ip
"
write a python function that takes input radius and return area of circle	"def findArea(r):
<TAB>PI = 3.142
<TAB>return PI * (r * r)
"
87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.	"print(max(num, key=sum))
"
Write a program that accepts sequence of lines as input and prints the lines after making all characters in the sentence capitalized.	"lines = []
while True:
<TAB>s = input()
<TAB>if s:
        lines.append(s.upper())
<TAB>else:
        break


for sentence in lines:
<TAB>print(sentence)
"
write a Python Program to Convert Kilometers to Miles	"

kilometers = 10.0


conv_fac = 0.621371


miles = kilometers * conv_fac
print('%0.2f kilometers is equal to %0.2f miles' % (kilometers, miles))
"
50 write a python program to normalize an array such that it sums upto 1	"

def normalize(arr):
<TAB>return [float(i) / sum(arr) for i in arr]


print(normalize([1, 2, 3, 4, 5]))
"
Given a string, find the length of the longest substring without repeating characters.	"str = ""IshwarVenugopal""


def longest_non_repeat(str):
<TAB>i = 0
<TAB>max_length = 1

<TAB>for i, c in enumerate(str):
        start_at = i
        sub_str = []
        while (start_at < len(str)) and (str[start_at] not in sub_str):
            sub_str.append(str[start_at])
            start_at = start_at + 1

        if len(sub_str) > max_length:
            max_length = len(sub_str)

        print(sub_str)

<TAB>return max_length


longest_non_repeat(str)
"
write a function to find uncommon words from two strings	"

def UncommonWords(str1, str2):

<TAB>count = {}

<TAB>for word in str1.split():
        count[word] = count.get(word, 0) + 1

<TAB>for word in str2.split():
        count[word] = count.get(word, 0) + 1

<TAB>return [word for word in count if count[word] == 1]
"
write a python program to check whether a person is eligible to vote or not	"

age = 23
if age >= 18:
<TAB>status = ""Eligible""
else:
<TAB>status = ""Not Eligible""
print(""You are "", status, "" for Vote."")
"
"write Python3 code to demonstrate working of Add list elements to tuples list Using list comprehension + ""*"" operator"	"

test_list = [(5, 6), (2, 4), (5, 7), (2, 5)]
print(""The original list is : "" + str(test_list))


sub_list = [7, 2, 4, 6]
res = [(*sub, *sub_list) for sub in test_list]
print(""The modified list : "" + str(res))
"
write a Python function to check Check if a Substring is Present in a Given String	"def check(string, sub_str):
<TAB>if (string.find(sub_str) == -1):
        print(""NO"")
<TAB>else:
        print(""YES"")


string = ""geeks for geeks""
sub_str = ""geek""
check(string, sub_str)
"
44 write a  Python function to find intersection of two sorted arrays	"def printIntersection(arr1, arr2, m, n):
<TAB>i, j = 0, 0
<TAB>while i < m and j < n:
        if arr1[i] < arr2[j]:
            i += 1
        elif arr2[j] < arr1[i]:
            j += 1
        else:
            print(arr2[j])
            j += 1
            i += 1


arr1 = [1, 2, 4, 5, 6]
arr2 = [2, 3, 5, 7]
m = len(arr1)
n = len(arr2)
printIntersection(arr1, arr2, m, n)
"
17 write a program to get current date and time	"import datetime
current_time = datetime.datetime.now()

print(""Time now at greenwich meridian is : "", end="""")
print(current_time)
"
write Python3 code to demonstrate working of Check if tuple has any None value using any() + map() + lambda	"test_tup = (10, 4, 5, 6, None)
res = any(map(lambda ele: ele is None, test_tup))
print(""Does tuple contain any None value ? : "" + str(res))
"
Write a function to return the volume of a cylinder	"def cal_cylinder_volume(height, radius):
<TAB>pi = 3.14
<TAB>return pi * (radius**2) * height
"
50 write a python program to remove double quotes from dictionary keys and print it	"

test_dict = {'""Geeks""': 3, '""is"" for': 5, '""g""eeks': 9}

res = {key.replace('""', ''): val for key, val in test_dict.items()}

print(""The dictionary after removal of double quotes : "" + str(res))
"
20. Python Program to Check Armstrong Number (for 3 digits)	"num = 1634
order = len(str(num))
sum = 0
temp = num
while temp > 0:
<TAB>digit = temp % 10
<TAB>sum += digit ** order
<TAB>temp //= 10
if num == sum:
<TAB>print(num, ""is an Armstrong number"")
else:
<TAB>print(num, ""is not an Armstrong number"")
"
Write a python program to find the sum and average of the list. Print the sum and average	"
L = [4, 5, 1, 2, 9, 7, 10, 8]

count = 0

for i in L:
<TAB>count += i


avg = count / len(L)

print(""sum = "", count)
print(""average = "", avg)
"
Python program to calculate the factorial of a number	"

def factorial(n):
<TAB>if n == 0:
        return 1
<TAB>else:
        return n * factorial(n - 1)


n = 45
print(factorial(n))
"
Write a python function to get user specified attributes such as day, month, year from a date	"import datetime


def get_attributes_from_date(date_string, *args):
<TAB>if(isinstance(date_string, datetime.datetime) == False):
        print(""Input string is not a valid datetime type"")
        raise TypeError
<TAB>get_attrs = [i for i in dir(date_string) if not callable(i)]
<TAB>arg_list = []
<TAB>for attr in args:
        if(attr not in get_attrs):
            print(""Invalid argument passed"", attr)
            raise AttributeError
        print(attr, ':', getattr(date_string, attr))
        arg_list.append((attr, getattr(date_string, attr)))
<TAB>return arg_list
"
Write a Python program to accept a filename from the user and print the extension of that	"def filename_extension(file):
<TAB>f_extns = file.split(""."")
<TAB>return f""The extension of the file is :{repr(f_extns[-1])}""
"
write a program to find and print the largest among three numbers	"num1 = 123
num2 = 125
num3 = 148
if (num1 >= num2) and (num1 >= num3):
<TAB>largest = num1
elif (num2 >= num1) and (num2 >= num3):
<TAB>largest = num2
else:
<TAB>largest = num3
print(f'largest:{largest}')
"
87 write a function which accepts a string prints the characters that have even indexes.	"def every_alternate_char(s):
<TAB>s = s[::2]
<TAB>return s
"
write a python function to collect data into fixed-length chunks or blocks	"def grouper(iterable, n, fillvalue=None):
<TAB>from itertools import zip_longest
<TAB>
<TAB>args = [iter(iterable)] * n
<TAB>return zip_longest(*args, fillvalue=fillvalue)
"
write a python program Convert KM/H to MPH	"kmh = 50
mph = 0.6214 * kmh
print(""Speed:"", kmh, ""KM/H = "", mph, ""MPH"")
"
48. Python Program to Illustrate Different Set Operations	"E = {0, 2, 4, 6, 8}
N = {1, 2, 3, 4, 5}

print(""Union of E and N is"", E | N)
print(""Intersection of E and N is"", E & N)
print(""Difference of E and N is"", E - N)
print(""Symmetric difference of E and N is"", E ^ N)
"
"Python reuses objects for small integers - use ""=="" for equality, ""is"" for identity"	"a = 1
b = 1
print('a is b', bool(a is b))
c = 999
d = 999
print('c is d', bool(c is d))
"
40. write a Python function to Remove all duplicates from a given string	"def removeDuplicate(str):
<TAB>s = set(str)
<TAB>s = """".join(s)
<TAB>print(""Without Order:"", s)
<TAB>t = """"
<TAB>for i in str:
        if(i in t):
            pass
        else:
            t = t + i
<TAB>print(""With Order:"", t)


str1 = ""conondrum""
removeDuplicate(str1)


from .sin import sine
from .cos import cosine
from .tan import tangent
from .softmax import softmax
from .sigmoid import sigmoid
from .tanh import tanh
from .relu import ReLU
from .log import log
from .exp import exp


from .sin import dsine
from .cos import dcosine
from .tan import dtangent
from .sigmoid import dsigmoid
from .tanh import dtanh
from .log import dlog
from .exp import dexp


import math
"
write a python snippet to convert list into indexed tuple	"test_list = [4, 5, 8, 9, 10]
list(zip(range(len(test_list)), test_list))
"
Please write a binary search function which searches an item in a sorted list. The function should return the index of element to be searched in the list.	"import math


def bin_search(li, element):
<TAB>bottom = 0
<TAB>top = len(li) - 1
<TAB>index = -1
<TAB>while top >= bottom and index == -1:
        mid = int(math.floor((top + bottom) / 2.0))
        if li[mid] == element:
            index = mid
        elif li[mid] > element:
            top = mid - 1
        else:
            bottom = mid + 1

<TAB>return index
"
Python version <= 3.4.5 evaluates this statement to False	"print('""datetime.time(0,0,0)"" (Midnight) ->', bool(datetime.time(0, 0, 0)))
"
Please write a program to randomly print a integer number between 7 and 15 inclusive.	"import random
print(random.randrange(7, 16))
"
Write a Python function to print the root of the quadratic equation	"def quadratic_root(A, B, C):
<TAB>import math
<TAB>d = ((B**2) - 4 * A * C)

<TAB>if d >= 0:
        s = (-B + (d)**0.5) / (2 * A)
        p = (-B - (d)**0.5) / (2 * A)
        print(math.floor(s), math.floor(p))
<TAB>else:
        print('The roots are imaginary')
"
36 python parse datetime from string	"from datetime import datetime


datetime_object = datetime.strptime('Jun 1 2005  1:33PM', '%b %d %Y %I:%M%p')
"
85 write a program which count and print the numbers of each character in a string	"dic = {}
s = ""JRR Tolkien""
for s in s:
<TAB>dic[s] = dic.get(s, 0) + 1
print(""\n"".join([""%s,%s"" % (k, v) for k, v in dic.items()]))
"
write a python function to transpose a user provided two dimensional list	"

def transpose(lst):
<TAB>return list(zip(*lst))
"
48 write a program  to divide dictionary and its keys into K equal dictionaries and print it	"

test_dict = {""Gfg"": 20, ""is"": 36, ""best"": 100}
print(""The original dictionary is : "" + str(test_dict))
K = 4

s = list(test_dict.keys())
print(s)
q = list(test_dict.values())
t = []
for i in q:
<TAB>t.append(i // K)
print(t)
q = []
d = {}
for i in range(K):
<TAB>for i in range(0, len(s)):
        d[s[i]] = t[i]
<TAB>q.append(d)
print(q)
"
write a progarm to adds every 3rd number in a list	"from functools import reduce
input_list = [x for x in range(10)]
reduce((lambda x, y: x + y),
       [val for idx, val in enumerate(input_list) if (idx + 1) % 3 == 0])
"
Write a Python Program to print the Sum of First N Natural Numbers	"

n = 7
sum1 = 0
while(n > 0):
<TAB>sum1 = sum1 + n
<TAB>n = n - 1
print(""The sum of first n natural numbers is"", sum1)
"
Write a Python Program to Multiply All the Items in a Dictionary and print the result	"d = {'A': 10, 'B': 10, 'C': 239}
tot = 1
for i in d:
<TAB>tot = tot * d[i]
print(tot)
"
write a python program to find the sequences of one upper case letter followed by lower case letters.	"

import re
text = ""Albert""
patterns = '[A-Z]+[a-z]+$'
if re.search(patterns, text):
<TAB>print('Found a match!')
else:
<TAB>print('Not matched!')
"
Write a python function to return the content of a directory sorted by last modified date	"import glob
import os
import datetime


def retrieve_files_sort_bydate(src_dir_path):
<TAB>if(os.path.exists(src_dir_path) == False):
        print(""Destination Path doesn't exist"")
        return
<TAB>files_in_dir = glob.glob(src_dir_path + ""/*.*"")
<TAB>if (len(files_in_dir) <= 0):
        print(""No files present in:"", src_dir_path)
        return
<TAB>files_in_dir.sort(key=os.path.getmtime)
<TAB>return files_in_dir
"
Python program to find the digits which are absent in a given mobile number.	"def absent_digits(n):
<TAB>all_nums = set([0, 1, 2, 3, 4, 5, 6, 7, 8, 9])
<TAB>n = set([int(i) for i in n])
<TAB>n = n.symmetric_difference(all_nums)
<TAB>n = sorted(n)
<TAB>return n


print(absent_digits([9, 8, 3, 2, 2, 0, 9, 7, 6, 3]))
"
write Python3 code to demonstrate convert list of strings to list of tuples Using map() + split() + tuple()	"

test_list = ['4, 1', '3, 2', '5, 3']


print(""The original list : "" + str(test_list))


res = [tuple(map(int, sub.split(', '))) for sub in test_list]


print(""The list after conversion to tuple list : "" + str(res))
"
write a python program to print the factorial of number	"num = int(input(""Please enter a number ""))
fact = 1
a = 1
while a <= num:
<TAB>fact *= a
<TAB>a += 1
print(""The factorial of "", num, "" is "", fact)
"
write Python program to Create a Dictionary with Key as First Character and Value as Words Starting with that Character	"

string_input = '''GeeksforGeeks is a Computer Science portal for geeks.
    It contains well written, well thought and well explained
    computer science and programming articles, quizzes etc.'''


words = string_input.split()


dictionary = {}


for word in words:

<TAB>if (word[0].lower() not in dictionary.keys()):

        dictionary[word[0].lower()] = []
        dictionary[word[0].lower()].append(word)

<TAB>else:

        if (word not in dictionary[word[0].lower()]):
            dictionary[word[0].lower()].append(word)


print(dictionary)
"
Write a python function to remove a newline in Python	"def remove_newline(string):
<TAB>return string.strip()
"
write Python code to demonstrate to remove the tuples if certain criteria met	"ini_tuple = [('b', 100), ('c', 200), ('c', 45),
             ('d', 876), ('e', 75)]
print(""intial_list"", str(ini_tuple))


result = []
for i in ini_tuple:
<TAB>if i[1] <= 100:
        result.append(i)
print(""Resultant tuple list: "", str(result))
"
Write a python function to get the Cumulative sum of a list	"def Cumulative(lists):
<TAB>cu_list = []
<TAB>length = len(lists)
<TAB>cu_list = [sum(lists[0:x:1]) for x in range(0, length + 1)]
<TAB>return cu_list[1:]


 
l = [1, 2.0, 'hello', 'have', 'a', 'good', 'day']

s = 'hello'

if s in l:
<TAB>print(f'{s} is present in the list')
else:
<TAB>print(f'{s} is not present in the list')
"
Write a Python program to check if all dictionaries in a list are empty or not.	"my_list = [{}, {}, {}]
my_list1 = [{1, 2}, {}, {}]
print(all(not d for d in my_list))
print(all(not d for d in my_list1))
"
write a program to Pretty Print a dictionary with dictionary values.	"test_dict = {'tsai': {'rate': 5, 'remark': 'good'}, 'cs': {'rate': 3}}
print(""The Pretty Print dictionary is : "")
for sub in test_dict:
<TAB>print(f""\n{sub}"")
<TAB>for sub_nest in test_dict[sub]:
        print(sub_nest, ':', test_dict[sub][sub_nest])
"
write a python function to load pickle data from a file	"def load_pickle_data(pickle_file):
<TAB>import pickle
<TAB>with open(pickle_file, 'rb') as f:
        data = pickle.load(f)
<TAB>return data
"
write a python function to return sum of the powers between two numbers	"

def sum_of_powers(end, power=2, start=1):
<TAB>return sum([(i) ** power for i in range(start, end + 1)])
"
write a python program to swap two numbers	"num1 = 130
num2 = 34
num1, num2 = num2, num1
"
write python function to detect if a number is odd number	"def is_odd(num):
<TAB>return((num % 2) != 0)
"
4. python function to add even number from 1st list and odd number from 2nd list	"def even_odd(l1, l2):
<TAB>return[x + y for x, y in zip(l1, l2) if x % 2 == 0 and y % 2 != 0]
"
write Python3 code to demonstrate working of Segregating key's value in list of dictionaries Using zip() + map() + values()	"

test_list = [{'gfg': 1, 'best': 2}, {'gfg': 4, 'best': 5}]


print(""The original list : "" + str(test_list))


res = list(zip(*map(dict.values, test_list)))

print(""Segregated values of keys are : "" + str(res))
"
Write a Python program to find the positions of numbers that are multiples of 3 from a series	"import pandas as pd
import numpy as np
ser = pd.Series(np.random.randint(1, 10, 7))
print(np.argwhere(ser.values % 3 == 0))
"
write a python function to add elements of two lists	"def add_two_lists(list1, list2):
<TAB>list1 = [1, 2, 3]
<TAB>list2 = [4, 5, 6]
<TAB>sum_list = []

<TAB>for (item1, item2) in zip(list1, list2):
        sum_list.append(item1 + item2)
<TAB>return sum_list
"
write a python program to find difference between elements of two lists and print it	"

l1 = [1, 2, 3, 4]
l2 = [5, 8, 7, 0]


res = []
for i in range(len(l1)):
<TAB>res.append(l1[i] - l2[i])


print(res)
"
write a python function to check if all elements in a list are unique or not	"

def unique(l):
<TAB>if len(l) == len(set(l)):
        print(""All elements are unique"")
<TAB>else:
        print(""List has duplicates"")
"
Write a Python Program to Multiply All the Items in a Dictionary	"

def mul_dict(d):
<TAB>tot = 1
<TAB>for i in d:
        tot = tot * d[i]
<TAB>return tot
"
60 write a program to Test for Even values dictionary values lists and print it	"

test_dict = {""Gfg"": [6, 7, 3],
             ""is"": [8, 10, 12, 16],
             ""Best"": [10, 16, 14, 6]}


res = dict()
for sub in test_dict:
<TAB>flag = 1
<TAB>for ele in test_dict[sub]:
        if ele % 2 != 0:
            flag = 0
            break
<TAB>res[sub] = True if flag else False

print(""The computed dictionary : "" + str(res))
"
Write Python function to check if a string has at least one letter and one number	"def checkString(str):
<TAB>flag_l = False
<TAB>flag_n = False
<TAB>for i in str:
        if i.isalpha():
            flag_l = True
        if i.isdigit():
            flag_n = True
<TAB>return flag_l and flag_n
"
24. Python Program to Find Numbers Divisible by Another Number	"my_list = [12, 65, 54, 39, 102, 339, 221, ]
result = list(filter(lambda x: (x % 13 == 0), my_list))
print(""Numbers divisible by 13 are"", result)
"
write a python program to sort dict keys by value and print the keys	"

d = {'apple': 10, 'orange': 20, 'banana': 5, 'rotten tomato': 1}
print(sorted(d, key=d.get))
"
Write a python function to Compute LCM of two input number	"def compute_lcm(x, y):
<TAB>if x > y:
        greater = x
<TAB>else:
        greater = y
<TAB>while(True):
        if((greater % x == 0) and (greater % y == 0)):
            lcm = greater
            break
        greater += 1
<TAB>return lcm
"
write a program to remove common element between two sets	"

s1 = {""apple"", ""banana"", ""cherry""}
s2 = {""google"", ""microsoft"", ""apple""}


s1.difference_update(s2)
print(s1)
"
write a python program that prints all characters at even indexes in a sentence	"sentence = 'the quick brown fox'
print(sentence[::2])
"
write a python program to perform multiple assignments	"a = b = c = 1
"
write a rpogram Deleting an arbitrary key  using popitem() function in dictionary	"Dict = {1: 'Geeks', 'name': 'For', 3: 'Geeks'}


pop_ele = Dict.popitem()
print(""\nDictionary after deletion: "" + str(Dict))
print(""The arbitrary pair returned is: "" + str(pop_ele))
"
29 write a program to sort a list using bubblesort	"

def bubblesort(arr):
<TAB>n = len(arr)

<TAB>for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] > arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
<TAB>return arr


print(bubblesort([1, 33, 192, 21, 0]))
"
usage of kwargs	"def b_func(**kwargs):
<TAB>print('type of kwargs:', type(kwargs))
<TAB>print('kwargs contents: ', kwargs)
<TAB>print('value of argument a:', kwargs['a'])


b_func(a=1, b=2, c=3, d=4)
"
write a python program to multiply a string n times	"

a = 'python'
print(a * 5)
"
28 Write a python program to compute arithmetic operation from String and print it	"

test_str = '5x6, 9x10, 7x8'
"
write a program for Reversing a sublist	"a = [[2, 4, 6, 8, 10], [3, 6, 9, 12, 15], [4, 8, 12, 16, 20]]
a[2].reverse()
print(a)
"
Write a Python Program to Remove the Given Key from a Dictionary	"

def remove_item_dict(d, key):
<TAB>if key in d:
        del d[key]
<TAB>else:
        print(""Key not found!"")
        exit(0)
"
write a python function thats returns a flat list of all the values in a flat dictionary	"

def values_only(flat_dict):
<TAB>return list(flat_dict.values())
"
write a Python function to remove empty tuples from a list of tuples function to remove empty tuples using filter	"def Remove(tuples):
<TAB>tuples = filter(None, tuples)
<TAB>return tuples


tuples = [(), ('ram', '15', '8'), (), ('laxman', 'sita'),
          ('krishna', 'akbar', '45'), ('', ''), ()]
print(Remove(tuples))
"
write a program to  adds every 5th number in a list	"input_list = [x for x in range(20)]


res = reduce((lambda x, y: x + y),
             [val for idx, val in enumerate(input_list) if (idx + 1) % 5 == 0])
print('Sum of every 5th element in the list is', res)
"
Reverse a given string	"str1 = ""PYnative""
print(""Original String is:"", str1)


str1 = str1[::-1]
print(""Reversed String is:"", str1)
"
Write a Python Program to Check and print if a given year is a Leap Year	"year = 2000
if (year % 4) == 0:
<TAB>if (year % 100) == 0:
        if (year % 400) == 0:
            print(f""{year} is a leap year"")
        else:
            print(f""{year} is not a leap year"")
<TAB>else:
        print(f""{year} is a leap year"")
else:
<TAB>print(f""{year} is not a leap year"")
"
Write a Python program to return a set of all elements in either A or B, but not both	"set1 = {10, 20, 30, 40, 50}
set2 = {30, 40, 50, 60, 70}
print(set1.symmetric_difference(set2))
"
Please write a program to randomly generate a list with 5 even numbers between 100 and 200 inclusive.	"import random
print(random.sample([i for i in range(100, 201) if i % 2 == 0], 5))
"
Write a Python program to print the number words in a sentence	"test_string = ""India is my country""
res = len(test_string.split())
print(f""The number of words in string are : {res}"")
"
Write a python program to convert each list element to key-value pair. Print the final dictionary	"
test_list = [2323, 82, 129388, 234, 95]

print(""The original list is : "" + str(test_list))

res = dict()
for ele in test_list:

<TAB>mid_idx = len(str(ele)) // 2
<TAB>key = int(str(ele)[:mid_idx])
<TAB>val = int(str(ele)[mid_idx:])

<TAB>res[key] = val

print(""Constructed Dictionary : "" + str(res))
"
Write Python Program to Remove Punctuations From a String and print the cleaned string.	"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, he said ---and went.""
no_punct = """"
for char in my_str:
<TAB>if char not in punctuations:
        no_punct = no_punct + char
print(no_punct)
"
This function computes LCM	"def compute_lcm(x, y):
<TAB>lcm = (x * y) // compute_gcd(x, y)
<TAB>return lcm


num1 = 54
num2 = 24


print(""The L.C.M. is"", compute_lcm(num1, num2))
"
8. python function to identify profane words	"def profane_filter(str):
<TAB>profane_word_url = ""https://raw.githubusercontent.com/RobertJGabriel/Google-profanity-words/master/list.txt""
<TAB>file = urllib.request.urlopen(profane_word_url)
<TAB>for line in file:
        decoded_line = line.decode(""utf-8"")
<TAB>return decoded_line
<TAB>str = re.findall(r'\w+', str)
<TAB>return [i for i in str if i in decoded_line]
"
Write a pythno function to print the length of a given tuple	"

my_tuple = (1, 2, 3, 4, 5, 6, 7, 8)


print(len(my_tuple))
"
write a python program to remove duplicates from a list and print the result in list	"input_list = [1, 2, 3, 4, 4, 33, 2, 5]
dedup = list(set(input_list))
print(f""{dedup}"")
"
3. python function to return the squareroot of a list of numbers	"def sqrt(n):
<TAB>return [i**0.5 for i in range(n)]
"
48 write a python function that checks if a given key is present in the environment	"import os


def get_env_path(key):
<TAB>return os.getenv(key)
"
write a python program to print the largest number among the three input numbers	"num1 = float(input(""Enter first number: ""))
num2 = float(input(""Enter second number: ""))
num3 = float(input(""Enter third number: ""))


if (num1 >= num2) and (num1 >= num3):
<TAB>largest = num1
elif (num2 >= num1) and (num2 >= num3):
<TAB>largest = num2
else:
<TAB>largest = num3


print(""The largest number is"", largest)
"
write a python program to sort alphabetically the words form a string provided by the user	"

my_str = ""Hello this Is an Example With cased letters""


words = [word.lower() for word in my_str.split()]
words.sort()


print(""The sorted words are:"")
for word in words:
<TAB>print(word)
"
write a python program to convert uppercase string to lower	"

a = 'STRING'
print(f'convert lowercase to uppercase:{a.lower()}')
"
write a program to print 5 random numbers between 100 and 200	"import random
print(random.sample(range(100, 200), 5))
"
write a python function to check if all elements in a list are unique.	"

def all_unique(lst):
<TAB>return len(lst) == len(set(lst))
"
Write a python program to print the list after removing the 0th, 2nd, 4th,6th numbers in [12,24,35,70,88,120,155].	"li = [12, 24, 35, 70, 88, 120, 155]
li = [x for (i, x) in enumerate(li) if i % 2 != 0]
print(li)
"
Team Members: Santu Hazra, Manu Chauhan, Ammar Adil and Prakash Nishtala	"

import os
import nltk
import string
from collections import Counter
from itertools import permutations, combinations, combinations_with_replacement


letters = string.ascii_lowercase
"
Usage of while	"i = 0
while i < 2:
<TAB>print(i)
<TAB>i += 1
else:
<TAB>print('in else')
"
write a python program to calculate distance between tao points	"

import math
p1 = [4, 0]
p2 = [6, 6]
distance = math.sqrt(((p1[0] - p2[0])**2) + ((p1[1] - p2[1])**2))
print(f""The distance between {p1} and {p2} is {distance}"")
"
Write Python function to check if a string is palindrome or not	"def isPalindrome(s):
<TAB>return s == s[::-1]
"
write a program Creating a Nested Dictionary as shown in the below image	"Dict = {1: 'Geeks', 2: 'For',
        3: {'A': 'Welcome', 'B': 'To', 'C': 'Geeks'}}


print(Dict)
"
Write a function that takes two lists as input and returns a zipped list of corresponding elements	"

def zip_list(list1, list2):
<TAB>return list(zip(list1, list2))
"
write a python program to expalin list comprehension and print alternative values	"

t = (1, 2, 4, 3, 8, 9)
print([t[i] for i in range(0, len(t), 2)])
"
write a python program to convert lower string to UPPERCASE	"

a = 'string'
print(f'convert lowercase to uppercase:{a.upper()}')
"
write Python Program to Read the Contents of a File	"a = str(input(""Enter the name of the file with .txt extension:""))
file2 = open(a, 'r')
line = file2.readline()
while(line != """"):
<TAB>print(line)
<TAB>line = file2.readline()
file2.close()
"
Write a function to return the circumference of a circle	"def cal_circumference(r):
<TAB>pi = 3.14
<TAB>return 2 * pi * r
"
Write a Python function to find the maximum value in a given heterogeneous list using lambda	"def max_val(list_val):
<TAB>max_val = max(list_val, key=lambda i: (isinstance(i, int), i))
<TAB>return(max_val)
"
Adding Element to a List	"animals = ['cat', 'dog', 'rabbit']
animals.append('guinea pig')
print('Updated animals list: ', animals)
"
Write a python function to convert a string to a list	"def convert_str_to_list(string):
<TAB>return string.split(' ')
"
Multiply Two Matrices	"X = [[12, 7, 3],
     [4, 5, 6],
     [7, 8, 9]]


Y = [[5, 8, 1, 2],
     [6, 7, 3, 0],
     [4, 5, 9, 1]]


result = [[0, 0, 0, 0],
          [0, 0, 0, 0],
          [0, 0, 0, 0]]


for i in range(len(X)):

<TAB>for j in range(len(Y[0])):

        for k in range(len(Y)):
            result[i][j] += X[i][k] * Y[k][j]


for r in result:
<TAB>print(r)
"
write a python program to swap two numbers	"a = 1
b = 2
a, b = b, a
"
Keep All items from List But NOT the Duplicates	"x = {""apple"", ""banana"", ""cherry""}
y = {""google"", ""microsoft"", ""apple""}


x.symmetric_difference_update(y)
print(f""Duplicate Value in Two set:{x}"")
"
42 write a program to swap two variables	"x = input('Enter value of x: ')
y = input('Enter value of y: ')

temp = x
x = y
y = temp

print('The value of x after swapping: {}'.format(x))
print('The value of y after swapping: {}'.format(y))
"
Write a Python program to sort a list alphabetically in a dictionary.	"num = {'n1': [2, 3, 1], 'n2': [5, 1, 2], 'n3': [3, 2, 4]}
sorted_dict = {x: sorted(y) for x, y in num.items()}
print(sorted_dict)
"
39 function to create a dictionary of mirror of letter.	"def letter_mirror():
<TAB>import string
<TAB>letter = string.ascii_lowercase
<TAB>rvr_letter = letter[::-1]
<TAB>dict_char = dict(zip(letter, rvr_letter))
<TAB>return dict_char
"
write a program to check if a string is binary or not	"

str1 = ""01110011 a""


set1 = set(str1)


if set1 == {'0', '1'} or set1 == {'0'} or set1 == {'1'}:
<TAB>print(""string is binary"")
else:
<TAB>print(""string is not binary"")
"
Note : Number can be anything	"def add_unlimited(*args):
<TAB>return sum(args)
"
write a python function to Check if a given string is binary string or not	"def check(string):
<TAB>s = {'0', '1'}
<TAB>if s == p or p == {'0'} or p == {'1'}:
        return True
<TAB>else:
        return False
"
write a python function to count the occurrences of a value in a list.	"

def count_occurrences(lst, val):
<TAB>return lst.count(val)
"
write Python3 code to demonstrate working of Segregating key's value in list of dictionaries Using generator expression	"

test_list = [{'gfg': 1, 'best': 2}, {'gfg': 4, 'best': 5}]


print(""The original list : "" + str(test_list))


res = [tuple(sub[""gfg""] for sub in test_list),
       tuple(sub[""best""] for sub in test_list)]


print(""Segregated values of keys are : "" + str(res))
"
54 Write a Python function to check if a number is a perfect square	"def is_perfect_square(n):
<TAB>x = n // 2
<TAB>y = set([x])
<TAB>while x * x != n:
        x = (x + (n // x)) // 2
        if x in y:
            return False
        y.add(x)
<TAB>return True
"
